frequency	tag	average_word_count	average_descendant_num	immediate_texts_average_length	URL_example	normal_name	preserved_attribute
2	<p class=@MsoNormalNUM>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/a-allam-kihatralhat-a-tokaji-mogul-0710 https://vs.hu/kozelet/osszes/a-allam-kihatralhat-a-tokaji-mogul-0710	null	default	
1	<p class=@NUM style=@STYLE>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/a-szelsojobb-beszippantotta-az-atlagos-francia-polgart-1003	null	default	
1	<p class=MsoQuote>	0.0	0.0	0.0	https://vs.hu/sport/osszes/kenguruk-vs-kiwik-transztasman-rivalisok-0328	null	default	
1	<p data-para-count=@NUM data-total-count=@NUM id=@continuesNUM itemprop=articleBody>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/uj-elnoke-van-izraelnek-0611	null	default	
3	<p id=@paragraphNUM>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/uj-felfedezes-az-oceanok-eredeterol-0614 https://vs.hu/magazin/osszes/triciklit-csinaltak-a-segwaybol-0522 https://vs.hu/magazin/osszes/a-facebookot-koppintja-a-twitter-0409	null	default	
1	<p id=credit>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/sokan-seprik-majd-a-peronokat-a-mav-nal-1203	null	default	
1	<p px= style=@STYLE>	0.0	1.0	0.0	https://vs.hu/gazdasag/osszes/jobb-nalunk-uzletelni-mint-szlovakiaban-infografika-0123	null	default	
1	<param name=@STYLE value=lt>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ujsagirokat-tartoztattak-fel-ukrajnaban-0502	null	default	
29	<param name=allowFullScreen value=true>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/megdolt-a-sztratoszferaugras-baumgartner-altal-felallitott-rekordja-1025 https://vs.hu/magazin/osszes/az-apple-vezerigazgatoja-minden-penzet-felajanlja-0327 https://vs.hu/sport/osszes/de-gea-igent-mondott-a-realnak-0418 https://vs.hu/magazin/osszes/expedicio-indult-a-minecraft-vilaganak-szelere-0702 https://vs.hu/kozelet/osszes/egy-texasi-egyetemen-is-lovoldoztek-eddig-egy-aldozatrol-tudni-1009	null	default	
23	<param name=allowfullscreen value=true>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/egy-valodi-repulo-cseszealjat-vagy-urfankot-tesztel-a-nasa-0628 https://vs.hu/magazin/osszes/majdnem-biztos-hogy-leteznek-foldonkivuliek-0523 https://vs.hu/sport/osszes/bl-nincs-meglepetes-tovabbjutott-a-barca-es-a-psg-0312 https://vs.hu/kozelet/osszes/tarlos-a-30-as-evek-demonaival-kuzd-igen-a-biciklisekkel-0413 https://vs.hu/kozelet/osszes/barbara-bush-szeretem-clintont-0121	null	default	
1	<param name=allowNetworking value=all>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/expedicio-indult-a-minecraft-vilaganak-szelere-0702	null	default	
1	<param name=allownetworking value=all>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/expedicio-indult-a-minecraft-vilaganak-szelere-0702	null	default	
29	<param name=allowScriptAccess value=always>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/epiteszforum-tobb-ezer-alairo-tiltakozott-az-uj-muzeumok-ellen-0506 https://vs.hu/kozelet/osszes/ujabb-halottak-kijevben-ekozben-ellenzeki-vezetok-janukoviccsal-targyalnak-0122 https://vs.hu/magazin/osszes/ezt-meg-ki-kell-huzni-de-jovore-lesz-ingyenebed-a-szunetekben-is-1224 https://vs.hu/magazin/osszes/ujra-lesujthat-az-el-ni-o-0510 https://vs.hu/kozelet/osszes/barbara-bush-szeretem-clintont-0121	null	default	
17	<param name=allowscriptaccess value=always>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/majdnem-biztos-hogy-leteznek-foldonkivuliek-0523 https://vs.hu/sport/osszes/bl-nincs-meglepetes-tovabbjutott-a-barca-es-a-psg-0312 https://vs.hu/magazin/osszes/expedicio-indult-a-minecraft-vilaganak-szelere-0702 https://vs.hu/magazin/osszes/itt-a-meg-ellophatatlanabb-bicikli-0827 https://vs.hu/kozelet/osszes/orban-viktor-tiszta-vizet-ont-az-amerikaiak-poharaba-1216	null	default	
1	<param name=allowScriptAccess value=true>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/majdnem-biztos-hogy-leteznek-foldonkivuliek-0523	null	default	
32	<param name=animate_transition value=yes>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ket-grafikon-amelyet-latva-igazan-aggodhat-a-fidesz-0301 https://vs.hu/kozelet/osszes/mi-tortent-merkellel-0307 https://vs.hu/gazdasag/osszes/igy-nyeli-el-magyarorszag-az-eu-milliardjait-0310 https://vs.hu/gazdasag/osszes/brusszelben-es-moszkvaban-dontottek-a-magyarokrol-0221 https://vs.hu/kozelet/osszes/ha-percenkent-hivogatlak-es-napi-szaz-sms-t-irok-visszajossz-hozzam-0329	null	default	
1	<param name=background value=#000000>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ujsagirokat-tartoztattak-fel-ukrajnaban-0502	null	default	
20	<param name=base value=@LINK>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/halalbuntetes-jarhat-a-bostoni-bombatamadonak-0131 https://vs.hu/magazin/osszes/itt-a-meg-ellophatatlanabb-bicikli-0827 https://vs.hu/kozelet/osszes/teljesen-normalis-beszelgetest-folytattak-telefonon-kouachival-0110 https://vs.hu/kozelet/osszes/egy-texasi-egyetemen-is-lovoldoztek-eddig-egy-aldozatrol-tudni-1009 https://vs.hu/kozelet/osszes/lezuhant-franciaorszagban-a-germanwings-egy-gepe-0324	null	default	
5	<param name=bgcolor value=#000000>	0.0	0.0	0.0	https://vs.hu/sport/osszes/de-gea-igent-mondott-a-realnak-0418 https://vs.hu/kozelet/osszes/video-is-van-a-szingapuri-autopalyan-tortent-penzesorol-0805 https://vs.hu/sport/osszes/az-csudalatos-ferfiak-es-az-o-masinaik-0726 https://vs.hu/kozelet/osszes/tarlos-a-30-as-evek-demonaival-kuzd-igen-a-biciklisekkel-0413 https://vs.hu/sport/osszes/az-csudalatos-ferfiak-es-az-o-masinaik-0726	null	default	
15	<param name=bgcolor value=#FFFFFF>	0.0	0.0	0.0	https://vs.hu/sport/osszes/michael-jordan-ismet-visszatert-a-kosarpalyara-0329 https://vs.hu/magazin/osszes/igy-lett-grand-budapest-hotel-egy-lerobbant-bevasarlokozpontbol-1215 https://vs.hu/magazin/osszes/a-legkevesebb-hogy-elerzekenyul-ettol-a-videotol-1108 https://vs.hu/kozelet/osszes/a-rablo-hazaig-vezettek-a-labnyomok-a-hoban-0110 https://vs.hu/sport/osszes/a-nagy-karbafonasok-assou-ekotto-vitte-el-a-palmat-0704	null	default	
20	<param name=bootstrapWhenNotified value=true>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ket-grafikon-amelyet-latva-igazan-aggodhat-a-fidesz-0301 https://vs.hu/kozelet/osszes/12-millio-nemet-mondhat-velemenyt-merkel-menekultpolitikajarol-0312 https://vs.hu/kozelet/osszes/mi-tortent-merkellel-0307 https://vs.hu/kozelet/osszes/igy-harcol-fidesz-a-nyilvanossag-ellen-0304 https://vs.hu/gazdasag/osszes/igy-nyeli-el-magyarorszag-az-eu-milliardjait-0310	null	default	
32	<param name=display_count value=yes>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/metroban-es-bankban-is-robbantottak-mar-magyarorszagon-0403 https://vs.hu/kozelet/osszes/ha-percenkent-hivogatlak-es-napi-szaz-sms-t-irok-visszajossz-hozzam-0329 https://vs.hu/kozelet/osszes/teved-ha-azt-hiszi-ez-a-terror-kora-europaban-0323 https://vs.hu/kozelet/osszes/a-civilekben-bizunk-leginkabb-es-egyre-aktivabbak-vagyunk-0325 https://vs.hu/kozelet/osszes/ket-grafikon-amelyet-latva-igazan-aggodhat-a-fidesz-0301	null	default	
32	<param name=display_overlay value=yes>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/12-millio-nemet-mondhat-velemenyt-merkel-menekultpolitikajarol-0312 https://vs.hu/kozelet/osszes/amikor-egy-nap-alatt-ot-repulogepet-is-elteritettek-0331 https://vs.hu/gazdasag/osszes/tenyleg-mindenert-tobbet-fizetnek-a-nok-0305 https://vs.hu/kozelet/osszes/bivalybasznadi-alhirvallalkozok-es-oroszorszag-magyar-hangjai-0407 https://vs.hu/kozelet/osszes/ket-grafikon-amelyet-latva-igazan-aggodhat-a-fidesz-0301	null	default	
32	<param name=display_spinner value=yes>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ha-percenkent-hivogatlak-es-napi-szaz-sms-t-irok-visszajossz-hozzam-0329 https://vs.hu/kozelet/osszes/a-civilekben-bizunk-leginkabb-es-egyre-aktivabbak-vagyunk-0325 https://vs.hu/gazdasag/osszes/meg-csak-alom-az-olimpia-de-mar-milliardokat-koltottunk-ra-0215 https://vs.hu/gazdasag/osszes/tizmilliardok-verseny-nelkul-ezer-sebbol-verzik-az-eredmeny2-0413 https://vs.hu/kozelet/osszes/teved-ha-azt-hiszi-ez-a-terror-kora-europaban-0323	null	default	
32	<param name=display_static_image value=yes>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ket-grafikon-amelyet-latva-igazan-aggodhat-a-fidesz-0301 https://vs.hu/kozelet/osszes/12-millio-nemet-mondhat-velemenyt-merkel-menekultpolitikajarol-0312 https://vs.hu/kozelet/osszes/teved-ha-azt-hiszi-ez-a-terror-kora-europaban-0323 https://vs.hu/kozelet/osszes/mi-tortent-merkellel-0307 https://vs.hu/kozelet/osszes/metroban-es-bankban-is-robbantottak-mar-magyarorszagon-0403	null	default	
16	<param name=flashvars value=@LINK>	0.0	0.0	0.0	https://vs.hu/sport/osszes/de-gea-igent-mondott-a-realnak-0418 https://vs.hu/magazin/osszes/ujabb-civil-urhajot-tesztelnek-0615 https://vs.hu/magazin/osszes/itt-a-meg-ellophatatlanabb-bicikli-0827 https://vs.hu/magazin/osszes/a-szent-kiralybol-forradalmar-augusztus-20-tortenete-0820 https://vs.hu/kozelet/osszes/magyar-holokauszt-szembenezest-es-felelossegvallalast-surgettek-0320	null	default	
11	<param name=flashVars value=@LINK>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/teljesen-normalis-beszelgetest-folytattak-telefonon-kouachival-0110 https://vs.hu/sport/osszes/a-nagy-karbafonasok-assou-ekotto-vitte-el-a-palmat-0704 https://vs.hu/kozelet/osszes/halalbuntetes-jarhat-a-bostoni-bombatamadonak-0131 https://vs.hu/magazin/osszes/a-legkevesebb-hogy-elerzekenyul-ettol-a-videotol-1108 https://vs.hu/magazin/osszes/megdolt-a-sztratoszferaugras-baumgartner-altal-felallitott-rekordja-1025	null	default	
1	<param name=FlashVars value=@LINK>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/orban-viktor-tiszta-vizet-ont-az-amerikaiak-poharaba-1216	null	default	
10	<param name=flashVars value=@LONG>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/a-rablo-hazaig-vezettek-a-labnyomok-a-hoban-0110 https://vs.hu/kozelet/osszes/barbara-bush-szeretem-clintont-0121 https://vs.hu/magazin/osszes/miert-nem-terveznek-fuggoagyat-medvebocsoknak-0918 https://vs.hu/kozelet/osszes/video-is-van-a-szingapuri-autopalyan-tortent-penzesorol-0805 https://vs.hu/magazin/osszes/a-virusirto-atyja-fegyverrel-varja-gyilkosait-0212	null	default	
2	<param name=flashvars value=@LONG>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/barbara-bush-szeretem-clintont-0121 https://vs.hu/magazin/osszes/egy-valodi-repulo-cseszealjat-vagy-urfankot-tesztel-a-nasa-0628	null	default	
2	<param name=flashvars value=@STYLE>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/ujra-lesujthat-az-el-ni-o-0510 https://vs.hu/magazin/osszes/ujra-lesujthat-az-el-ni-o-0510	null	default	
32	<param name=host_url value=@LINK>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/igy-nyeli-el-magyarorszag-az-eu-milliardjait-0310 https://vs.hu/gazdasag/osszes/meg-csak-alom-az-olimpia-de-mar-milliardokat-koltottunk-ra-0215 https://vs.hu/gazdasag/osszes/igy-nyeli-el-magyarorszag-az-eu-milliardjait-0310 https://vs.hu/gazdasag/osszes/brusszelben-es-moszkvaban-dontottek-a-magyarokrol-0221 https://vs.hu/kozelet/osszes/bivalybasznadi-alhirvallalkozok-es-oroszorszag-magyar-hangjai-0407	null	default	
1	<param name=menu value=false>	0.0	0.0	0.0	https://vs.hu/sport/osszes/de-gea-igent-mondott-a-realnak-0418	null	default	
29	<param name=movie value=@LINK>	0.0	0.0	0.0	https://vs.hu/sport/osszes/a-82-milliard-forintos-bokszmeccs-ahol-a-vesztes-is-nyer-0430 https://vs.hu/sport/osszes/michael-jordan-ismet-visszatert-a-kosarpalyara-0329 https://vs.hu/magazin/osszes/miert-nem-terveznek-fuggoagyat-medvebocsoknak-0918 https://vs.hu/kozelet/osszes/bevandorlok-es-halalbuntetes-orban-viktor-strasbourgban-vitazik-0519 https://vs.hu/magazin/osszes/a-legkevesebb-hogy-elerzekenyul-ettol-a-videotol-1108	null	default	
2	<param name=name value=@DashboardNUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/bivalybasznadi-alhirvallalkozok-es-oroszorszag-magyar-hangjai-0407 https://vs.hu/gazdasag/osszes/igy-latszik-igazan-mennyire-le-van-csuszva-magyarorszag-0301	null	default	
2	<param name=name value=@GpeltrtsekNUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/amikor-egy-nap-alatt-ot-repulogepet-is-elteritettek-0331 https://vs.hu/kozelet/osszes/amikor-egy-nap-alatt-ot-repulogepet-is-elteritettek-0331	null	default	
2	<param name=name value=@IdkzivlasztsokNUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ket-grafikon-amelyet-latva-igazan-aggodhat-a-fidesz-0301 https://vs.hu/kozelet/osszes/ket-grafikon-amelyet-latva-igazan-aggodhat-a-fidesz-0301	null	default	
5	<param name=name value=@KzbeszerzsskorrupciNUM>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/igy-nyeli-el-magyarorszag-az-eu-milliardjait-0310 https://vs.hu/gazdasag/osszes/tizmilliardok-verseny-nelkul-ezer-sebbol-verzik-az-eredmeny2-0413 https://vs.hu/gazdasag/osszes/igy-nyeli-el-magyarorszag-az-eu-milliardjait-0310 https://vs.hu/gazdasag/osszes/igy-nyeli-el-magyarorszag-az-eu-milliardjait-0310 https://vs.hu/gazdasag/osszes/igy-nyeli-el-magyarorszag-az-eu-milliardjait-0310	null	default	
3	<param name=name value=@KzbizalmifelmrsNUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/a-civilekben-bizunk-leginkabb-es-egyre-aktivabbak-vagyunk-0325 https://vs.hu/kozelet/osszes/a-civilekben-bizunk-leginkabb-es-egyre-aktivabbak-vagyunk-0325 https://vs.hu/kozelet/osszes/a-civilekben-bizunk-leginkabb-es-egyre-aktivabbak-vagyunk-0325	null	default	
15	<param name=name value=@LONG>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/meg-csak-alom-az-olimpia-de-mar-milliardokat-koltottunk-ra-0215 https://vs.hu/kozelet/osszes/mi-tortent-merkellel-0307 https://vs.hu/kozelet/osszes/12-millio-nemet-mondhat-velemenyt-merkel-menekultpolitikajarol-0312 https://vs.hu/kozelet/osszes/teved-ha-azt-hiszi-ez-a-terror-kora-europaban-0323 https://vs.hu/kozelet/osszes/tarolt-a-bevandorlasellenes-part-nemetorszagban-0313	null	default	
1	<param name=name value=@robbantasokNUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/metroban-es-bankban-is-robbantottak-mar-magyarorszagon-0403	null	default	
1	<param name=name value=@ZaklatsokMagyarorszgonNUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ha-percenkent-hivogatlak-es-napi-szaz-sms-t-irok-visszajossz-hozzam-0329	null	default	
5	<param name=passedTimelines value=@NUM>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/ezt-meg-ki-kell-huzni-de-jovore-lesz-ingyenebed-a-szunetekben-is-1224 https://vs.hu/magazin/osszes/epiteszforum-tobb-ezer-alairo-tiltakozott-az-uj-muzeumok-ellen-0506 https://vs.hu/sport/osszes/a-82-milliard-forintos-bokszmeccs-ahol-a-vesztes-is-nyer-0430 https://vs.hu/kozelet/osszes/bevandorlok-es-halalbuntetes-orban-viktor-strasbourgban-vitazik-0519 https://vs.hu/magazin/osszes/bardoczi-sandor-a-varosligetet-tehermentesiteni-kell-0512	null	default	
1	<param name=path value=@sharedNUM>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/minden-ingatlan-megdragulhat-a-csok-miatt-0209	null	default	
11	<param name=pluginspage value=@LINK>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/itt-a-meg-ellophatatlanabb-bicikli-0827 https://vs.hu/magazin/osszes/videotekaja-is-lesz-az-allamnak-0502 https://vs.hu/kozelet/osszes/barbara-bush-szeretem-clintont-0121 https://vs.hu/kozelet/osszes/magyar-holokauszt-szembenezest-es-felelossegvallalast-surgettek-0320 https://vs.hu/kozelet/osszes/haladektalan-tuzszunetre-szolitottak-fel-az-izraeli-palesztin-feleket-0713	null	default	
11	<param name=quality value=high>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/a-szent-kiralybol-forradalmar-augusztus-20-tortenete-0820 https://vs.hu/magazin/osszes/a-szent-kiralybol-forradalmar-augusztus-20-tortenete-0820 https://vs.hu/magazin/osszes/videotekaja-is-lesz-az-allamnak-0502 https://vs.hu/kozelet/osszes/video-is-van-a-szingapuri-autopalyan-tortent-penzesorol-0805 https://vs.hu/kozelet/osszes/tarlos-a-30-as-evek-demonaival-kuzd-igen-a-biciklisekkel-0413	null	default	
1	<param name=scale value=noscale>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ujsagirokat-tartoztattak-fel-ukrajnaban-0502	null	default	
20	<param name=seamlesstabbing value=false>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/ujabb-civil-urhajot-tesztelnek-0615 https://vs.hu/kozelet/osszes/halalbuntetes-jarhat-a-bostoni-bombatamadonak-0131 https://vs.hu/kozelet/osszes/ujabb-halottak-kijevben-ekozben-ellenzeki-vezetok-janukoviccsal-targyalnak-0122 https://vs.hu/kozelet/osszes/lezuhant-franciaorszagban-a-germanwings-egy-gepe-0324 https://vs.hu/kozelet/osszes/a-rablo-hazaig-vezettek-a-labnyomok-a-hoban-0110	null	default	
31	<param name=showTabs value=y>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ket-grafikon-amelyet-latva-igazan-aggodhat-a-fidesz-0301 https://vs.hu/kozelet/osszes/igy-harcol-fidesz-a-nyilvanossag-ellen-0304 https://vs.hu/kozelet/osszes/amikor-egy-nap-alatt-ot-repulogepet-is-elteritettek-0331 https://vs.hu/kozelet/osszes/mi-tortent-merkellel-0307 https://vs.hu/gazdasag/osszes/tenyleg-mindenert-tobbet-fizetnek-a-nok-0305	null	default	
22	<param name=showVizHome value=no>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/igy-nyeli-el-magyarorszag-az-eu-milliardjait-0310 https://vs.hu/gazdasag/osszes/tenyleg-mindenert-tobbet-fizetnek-a-nok-0305 https://vs.hu/kozelet/osszes/ket-grafikon-amelyet-latva-igazan-aggodhat-a-fidesz-0301 https://vs.hu/gazdasag/osszes/igy-nyeli-el-magyarorszag-az-eu-milliardjait-0310 https://vs.hu/gazdasag/osszes/igy-nyeli-el-magyarorszag-az-eu-milliardjait-0310	null	default	
31	<param name=site_root value=>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/igy-nyeli-el-magyarorszag-az-eu-milliardjait-0310 https://vs.hu/kozelet/osszes/a-civilekben-bizunk-leginkabb-es-egyre-aktivabbak-vagyunk-0325 https://vs.hu/kozelet/osszes/metroban-es-bankban-is-robbantottak-mar-magyarorszagon-0403 https://vs.hu/kozelet/osszes/amikor-egy-nap-alatt-ot-repulogepet-is-elteritettek-0331 https://vs.hu/kozelet/osszes/ket-grafikon-amelyet-latva-igazan-aggodhat-a-fidesz-0301	null	default	
19	<param name=src value=@LINK>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/a-szent-kiralybol-forradalmar-augusztus-20-tortenete-0820 https://vs.hu/magazin/osszes/hangolja-magat-az-esore-ha-mar-ugysem-tehet-mast-0912 https://vs.hu/magazin/osszes/ujabb-civil-urhajot-tesztelnek-0615 https://vs.hu/magazin/osszes/budapest-utcai-tettesekrol-es-aldozatokrol-meselnek-0323 https://vs.hu/magazin/osszes/ketszazezren-jelentkeztek-a-marsbeli-valosagshowba-1213	null	default	
32	<param name=static_image value=@LINK>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/mi-tortent-merkellel-0307 https://vs.hu/gazdasag/osszes/igy-latszik-igazan-mennyire-le-van-csuszva-magyarorszag-0301 https://vs.hu/kozelet/osszes/amikor-egy-nap-alatt-ot-repulogepet-is-elteritettek-0331 https://vs.hu/gazdasag/osszes/igy-nyeli-el-magyarorszag-az-eu-milliardjait-0310 https://vs.hu/gazdasag/osszes/igy-nyeli-el-magyarorszag-az-eu-milliardjait-0310	null	default	
20	<param name=swLiveConnect value=true>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/itt-a-meg-ellophatatlanabb-bicikli-0827 https://vs.hu/kozelet/osszes/szelfizo-ferfit-dofott-halalra-egy-bika-0810 https://vs.hu/kozelet/osszes/barbara-bush-szeretem-clintont-0121 https://vs.hu/magazin/osszes/a-legkevesebb-hogy-elerzekenyul-ettol-a-videotol-1108 https://vs.hu/magazin/osszes/igy-lett-grand-budapest-hotel-egy-lerobbant-bevasarlokozpontbol-1215	null	default	
5	<param name=swliveconnect value=true>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/itt-a-meg-ellophatatlanabb-bicikli-0827 https://vs.hu/kozelet/osszes/haladektalan-tuzszunetre-szolitottak-fel-az-izraeli-palesztin-feleket-0713 https://vs.hu/magazin/osszes/ujabb-civil-urhajot-tesztelnek-0615 https://vs.hu/kozelet/osszes/ujabb-halottak-kijevben-ekozben-ellenzeki-vezetok-janukoviccsal-targyalnak-0122 https://vs.hu/kozelet/osszes/barbara-bush-szeretem-clintont-0121	null	default	
31	<param name=tabs value=no>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ha-percenkent-hivogatlak-es-napi-szaz-sms-t-irok-visszajossz-hozzam-0329 https://vs.hu/kozelet/osszes/amikor-egy-nap-alatt-ot-repulogepet-is-elteritettek-0331 https://vs.hu/kozelet/osszes/amikor-egy-nap-alatt-ot-repulogepet-is-elteritettek-0331 https://vs.hu/kozelet/osszes/mi-tortent-merkellel-0307 https://vs.hu/kozelet/osszes/teved-ha-azt-hiszi-ez-a-terror-kora-europaban-0323	null	default	
32	<param name=toolbar value=yes>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/amikor-egy-nap-alatt-ot-repulogepet-is-elteritettek-0331 https://vs.hu/kozelet/osszes/ket-grafikon-amelyet-latva-igazan-aggodhat-a-fidesz-0301 https://vs.hu/kozelet/osszes/tarolt-a-bevandorlasellenes-part-nemetorszagban-0313 https://vs.hu/kozelet/osszes/a-civilekben-bizunk-leginkabb-es-egyre-aktivabbak-vagyunk-0325 https://vs.hu/gazdasag/osszes/tizmilliardok-verseny-nelkul-ezer-sebbol-verzik-az-eredmeny2-0413	null	default	
1	<param name=wmode value=opaque>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/orban-viktor-tiszta-vizet-ont-az-amerikaiak-poharaba-1216	null	default	
1	<param name=wmode value=transparent>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/ketszazezren-jelentkeztek-a-marsbeli-valosagshowba-1213	null	default	
4	<param name=wmode value=window>	0.0	0.0	0.0	https://vs.hu/sport/osszes/de-gea-igent-mondott-a-realnak-0418 https://vs.hu/magazin/osszes/ujra-lesujthat-az-el-ni-o-0510 https://vs.hu/magazin/osszes/ujra-lesujthat-az-el-ni-o-0510 https://vs.hu/kozelet/osszes/video-is-van-a-szingapuri-autopalyan-tortent-penzesorol-0805	null	default	
65	<path d=@LONG fill=@NUM>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/nagyon-cudar-idok-jonnek-szolgaltatok-szazait-szedalja-le-a-netado-1031 https://vs.hu/kozelet/osszes/lobbistak-irnak-kiskapukat-a-szabalyokba-1108 https://vs.hu/sport/osszes/kosz-buffon-0414 https://vs.hu/kozelet/osszes/az-ugyeszseg-vizsgalja-az-v-keruleti-csalasgyanurol-szolo-eu-iratokat-0218 https://vs.hu/kozelet/osszes/polgarmesterei-elol-is-jol-titkolhatta-ugyeit-a-belvarosi-exjegyzo-0114	null	default	
16	<path d=@LONG fill=#FFFFFF>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/devizahitel-katasztrofa-1126 https://vs.hu/kozelet/osszes/erdi-pokol-0702 https://vs.hu/kozelet/osszes/duna-rakpart-budapest-tortenet-multimedia-0210 https://vs.hu/gazdasag/osszes/startupriport-szilicium-volgy-1230 https://vs.hu/kozelet/osszes/torok-menekulttabor-1204	null	default	
38	<path d=@LONG fill=none stroke=@NUM stroke-miterlimit=@NUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/lobbistak-irnak-kiskapukat-a-szabalyokba-1108 https://vs.hu/kozelet/osszes/egy-vagyont-koltott-amerikara-megis-nagy-sallert-kapott-a-kormany-1107 https://vs.hu/kozelet/osszes/szijjarto-jobbkezenek-nincs-diplomaja-furcsa-posztot-krealtak-neki.1-1112 https://vs.hu/kozelet/osszes/szabalytalan-fejlesztes-utan-lett-fejlesztesi-allamtitkar-szabo-zsolt-1219 https://vs.hu/kozelet/osszes/az-ugyeszseg-vizsgalja-az-v-keruleti-csalasgyanurol-szolo-eu-iratokat-0218	null	default	
27	<path d=@NUM fill=none stroke=@NUM stroke-miterlimit=@NUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/gyurcsany-elleni-csodafegyver-volt-most-mar-magat-vedi-vele-orban-0205 https://vs.hu/sport/osszes/kimeletes-kivegzes-parizsban-0415 https://vs.hu/sport/osszes/kosz-buffon-0414 https://vs.hu/kozelet/osszes/a-dohanyadoval-vag-vissza-a-kormany-amerikanak-1113 https://vs.hu/sport/osszes/biologiai-rasszizmus-miatt-nem-versenyezhet-1015	null	default	
16	<polygon fill=#FFFFFF points=61,54 102.6,78 61,102>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/startupriport-szilicium-volgy-1230 https://vs.hu/kozelet/osszes/szegedhenge-1118 https://vs.hu/kozelet/osszes/kulfoldi-diakok-magyarorszagon-1228 https://vs.hu/kozelet/osszes/ep-szavazasok-0523 https://vs.hu/gazdasag/osszes/devizahitel-katasztrofa-1126	null	default	
17	<polygon fill=none points=@LONG stroke=@NUM stroke-miterlimit=@NUM>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/latta-mar-a-marvel-osszes-meglepijet-0805 https://vs.hu/magazin/osszes/latta-mar-a-marvel-osszes-meglepijet-0805 https://vs.hu/magazin/osszes/latta-mar-a-marvel-osszes-meglepijet-0805 https://vs.hu/magazin/osszes/latta-mar-a-marvel-osszes-meglepijet-0805 https://vs.hu/magazin/osszes/latta-mar-a-marvel-osszes-meglepijet-0805	null	default	
2	<polygon fill=none points=@LONG stroke=#141828 stroke-miterlimit=@NUM>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/latta-mar-a-marvel-osszes-meglepijet-0805 https://vs.hu/magazin/osszes/latta-mar-a-marvel-osszes-meglepijet-0805	null	default	
